   ne(0)/m^3=1.803074460437068E+019
   % sqrt(\psi_p)            density
   0.448536352000000   0.859170598000000
   0.448573436000000   0.859147311000000
   0.448610292000000   0.859124164000000
   0.448647191000000   0.859100989000000
   0.448684478000000   0.859077568000000
   0.448723027000000   0.859053352000000
   0.448763079000000   0.859028189000000
   0.448805185000000   0.859001734000000
   0.448850101000000   0.858973510000000
   0.448898807000000   0.858942903000000
   0.448952491000000   0.858909162000000
   0.449012531000000   0.858871423000000
   0.449080640000000   0.858828605000000
   0.449161180000000   0.858777964000000
   0.449257042000000   0.858717677000000
   0.449374700000000   0.858643665000000
   0.449525736000000   0.858548629000000
   0.449727112000000   0.858421867000000
   0.450013441000000   0.858241532000000
   0.450471490000000   0.857952806000000
   0.451156686000000   0.857520352000000
   0.452426152000000   0.856717404000000
   0.454585722000000   0.855346275000000
   0.457866829000000   0.853250577000000
   0.461838930000000   0.850693362000000
   0.466200827000000   0.847859752000000
   0.470779561000000   0.844856623000000
   0.475469270000000   0.841750281000000
   0.480215134000000   0.838575398000000
   0.484993801000000   0.835346709000000
   0.489791256000000   0.832073168000000
   0.494598787000000   0.828760428000000
   0.499410049000000   0.825412722000000
   0.504220592000000   0.822033116000000
   0.509027689000000   0.818623568000000
   0.513829258000000   0.815185646000000
   0.518623665000000   0.811720646000000
   0.523409128000000   0.808230020000000
   0.528184189000000   0.804715023000000
   0.532948589000000   0.801176061000000
   0.537701544000000   0.797613935000000
   0.542442360000000   0.794029401000000
   0.547170409000000   0.790423181000000
   0.551885118000000   0.786795972000000
   0.556585088000000   0.783149128000000
   0.561270004000000   0.779483188000000
   0.565940045000000   0.775798306000000
   0.570594781000000   0.772095117000000
   0.575233806000000   0.768374248000000
   0.579856731000000   0.764636320000000
   0.584463183000000   0.760881951000000
   0.589052805000000   0.757111755000000
   0.593625178000000   0.753326404000000
   0.598178657000000   0.749527606000000
   0.602714303000000   0.745714828000000
   0.607231813000000   0.741888668000000
   0.611730887000000   0.738049725000000
   0.616211238000000   0.734198597000000
   0.620672584000000   0.730335880000000
   0.625114655000000   0.726462168000000
   0.629537184000000   0.722578053000000
   0.633939912000000   0.718684131000000
   0.638322585000000   0.714780994000000
   0.642684956000000   0.710869234000000
   0.647026779000000   0.706949443000000
   0.651347814000000   0.703022217000000
   0.655647821000000   0.699088155000000
   0.659926561000000   0.695147854000000
   0.664183495000000   0.691202199000000
   0.668418499000000   0.687251697000000
   0.672631590000000   0.683296721000000
   0.676822513000000   0.679337900000000
   0.680991000000000   0.675375880000000
   0.685136763000000   0.671411331000000
   0.689259482000000   0.667444957000000
   0.693358805000000   0.663477497000000
   0.697434328000000   0.659509751000000
   0.701485573000000   0.655542593000000
   0.705511972000000   0.651577001000000
   0.709512537000000   0.647614372000000
   0.713486013000000   0.643656396000000
   0.717431656000000   0.639704273000000
   0.721347882000000   0.635760063000000
   0.725232518000000   0.631826456000000
   0.729082487000000   0.627907109000000
   0.732893316000000   0.624007171000000
   0.736658178000000   0.620134310000000
   0.740366349000000   0.616300369000000
   0.744000044000000   0.612524755000000
   0.747528431000000   0.608840871000000
   0.750895843000000   0.605308803000000
   0.754004126000000   0.602034444000000
   0.756688360000000   0.599195908000000
   0.758769518000000   0.596988173000000
   0.760201743000000   0.595465317000000
   0.761036361000000   0.594576560000000
   0.761562125000000   0.594016190000000
   0.761905935000000   0.593649542000000
   0.762157001000000   0.593381695000000
   0.762322117000000   0.593205493000000
   0.762477417000000   0.593039732000000
   0.762584501000000   0.592925415000000
   0.762670441000000   0.592833658000000
   0.762742605000000   0.592756603000000
   0.762803679000000   0.592691383000000
   0.762856877000000   0.592634570000000
   0.762903703000000   0.592584558000000
   0.762945531000000   0.592539882000000
   0.762983560000000   0.592499260000000
   0.763018340000000   0.592462109000000
   0.763049764000000   0.592428540000000
   0.763079725000000   0.592396533000000
   0.763107648000000   0.592366702000000
   0.763134095000000   0.592338447000000
   0.763159628000000   0.592311168000000
   0.763183915000000   0.592285218000000
   0.763207754000000   0.592259747000000
   0.763230876000000   0.592235041000000
   0.763253718000000   0.592210634000000
   0.763276377000000   0.592186421000000
   0.763298920000000   0.592162331000000
   0.763321657000000   0.592138033000000
   0.763344602000000   0.592113513000000
   0.763367971000000   0.592088538000000
   0.763392015000000   0.592062842000000
   0.763416754000000   0.592036401000000
   0.763442593000000   0.592008785000000
   0.763469746000000   0.591979763000000
   0.763498075000000   0.591949483000000
   0.763529047000000   0.591916376000000
   0.763561740000000   0.591881428000000
   0.763597120000000   0.591843607000000
   0.763636811000000   0.591801175000000
   0.763680631000000   0.591754326000000
   0.763729801000000   0.591701754000000
   0.763785712000000   0.591641971000000
   0.763851156000000   0.591571988000000
   0.763928163000000   0.591489633000000
   0.764021438000000   0.591389870000000
   0.764136816000000   0.591266448000000
   0.764284235000000   0.591108726000000
   0.764479269000000   0.590900013000000
   0.764748641000000   0.590611661000000
   0.765177410000000   0.590152472000000
   0.765786835000000   0.589499366000000
   0.766784486000000   0.588429086000000
   0.768356960000000   0.586739308000000
   0.770580630000000   0.584343845000000
   0.773351637000000   0.581349072000000
   0.776441038000000   0.577997520000000
   0.779700369000000   0.574447134000000
   0.783050349000000   0.570782506000000
   0.786448363000000   0.567049281000000
   0.789870296000000   0.563273441000000
   0.793301612000000   0.559470787000000
   0.796733207000000   0.555651338000000
   0.800159141000000   0.551821744000000
   0.803572814000000   0.547989512000000
   0.806972359000000   0.544156928000000
   0.810356434000000   0.540325715000000
   0.813723692000000   0.536497628000000
   0.817073028000000   0.532674167000000
   0.820403515000000   0.528856651000000
   0.823708555000000   0.525052952000000
   0.826991461000000   0.521259586000000
   0.830251803000000   0.517477361000000
   0.833488497000000   0.513707848000000
   0.836700319000000   0.509952804000000
   0.839877265000000   0.506224326000000
   0.843020272000000   0.502521775000000
   0.846127191000000   0.498848143000000
   0.849192442000000   0.495210538000000
   0.852207275000000   0.491619933000000
   0.855128920000000   0.488128171000000
   0.857943409000000   0.484753175000000
   0.860603280000000   0.481553396000000
   0.863038424000000   0.478615275000000
   0.865129779000000   0.476085325000000
   0.866686896000000   0.474197677000000
   0.867759180000000   0.472895804000000
   0.868445225000000   0.472062024000000
   0.868899253000000   0.471509862000000
   0.869208906000000   0.471133114000000
   0.869432845000000   0.470860570000000
   0.869587505000000   0.470672300000000
   0.869726953000000   0.470502519000000
   0.869815530000000   0.470394660000000
   0.869904108000000   0.470286791000000
   0.869987212000000   0.470185576000000
   0.870046269000000   0.470113642000000
   0.870096553000000   0.470052392000000
   0.870140935000000   0.469998327000000
   0.870179577000000   0.469951252000000
   0.870214402000000   0.469908826000000
   0.870246597000000   0.469869602000000
   0.870275538000000   0.469834342000000
   0.870302200000000   0.469801856000000
   0.870327316000000   0.469771255000000
   0.870350348000000   0.469743190000000
   0.870372307000000   0.469716433000000
   0.870393159000000   0.469691024000000
   0.870412637000000   0.469667289000000
   0.870432114000000   0.469643555000000
   0.870449876000000   0.469621910000000
   0.870467548000000   0.469600374000000
   0.870484995000000   0.469579111000000
   0.870501542000000   0.469558946000000
   0.870518088000000   0.469538781000000
   0.870534518000000   0.469518757000000
   0.870550618000000   0.469499135000000
   0.870566719000000   0.469479511000000
   0.870582877000000   0.469459818000000
   0.870599213000000   0.469439907000000
   0.870615549000000   0.469419996000000
   0.870632129000000   0.469399787000000
   0.870649381000000   0.469378759000000
   0.870666633000000   0.469357730000000
   0.870684600000000   0.469335829000000
   0.870703446000000   0.469312856000000
   0.870722292000000   0.469289883000000
   0.870743113000000   0.469264502000000
   0.870764230000000   0.469238759000000
   0.870787018000000   0.469210978000000
   0.870811080000000   0.469181644000000
   0.870837118000000   0.469149900000000
   0.870864793000000   0.469116159000000
   0.870895849000000   0.469078294000000
   0.870929130000000   0.469037715000000
   0.870966018000000   0.468992737000000
   0.871008221000000   0.468941275000000
   0.871055723000000   0.468883349000000
   0.871109982000000   0.468817179000000
   0.871173875000000   0.468739256000000
   0.871249233000000   0.468647342000000
   0.871340467000000   0.468536053000000
   0.871452627000000   0.468399223000000
   0.871595728000000   0.468224621000000
   0.871783200000000   0.467995836000000
   0.872037518000000   0.467685397000000
   0.872398587000000   0.467244494000000
   0.872940983000000   0.466581829000000
   0.873797035000000   0.465535119000000
   0.875035522000000   0.464018985000000
   0.876768425000000   0.461893990000000
   0.878939578000000   0.459225653000000
   0.881359877000000   0.456243337000000
   0.883930082000000   0.453067327000000
   0.886595294000000   0.449764149000000
   0.889326337000000   0.446369066000000
   0.892078107000000   0.442937656000000
   0.894838648000000   0.439484655000000
   0.897601527000000   0.436018048000000
   0.900353422000000   0.432554600000000
   0.903092753000000   0.429096436000000
   0.905818244000000   0.425645316000000
   0.908513187000000   0.422222652000000
   0.911178990000000   0.418826993000000
   0.913816313000000   0.415457822000000
   0.916401264000000   0.412146106000000
   0.918915820000000   0.408915601000000
   0.921360136000000   0.405766850000000
   0.923690180000000   0.402757516000000
   0.925789829000000   0.400039235000000
   0.927653575000000   0.397621192000000
   0.929179067000000   0.395638383000000
   0.930306398000000   0.394171005000000
   0.931055485000000   0.393194979000000
   0.931546248000000   0.392555111000000
   0.931894057000000   0.392101427000000
   0.932117495000000   0.391809884000000
   0.932320583000000   0.391544831000000
   0.932471170000000   0.391348262000000
   0.932584685000000   0.391200064000000
   0.932672930000000   0.391084843000000
   0.932745737000000   0.390989773000000
   0.932807720000000   0.390908830000000
   0.932860267000000   0.390840205000000
   0.932906158000000   0.390780271000000
   0.932946702000000   0.390727316000000
   0.932983016000000   0.390679885000000
   0.933014581000000   0.390638655000000
   0.933043678000000   0.390600646000000
   0.933070812000000   0.390565202000000
   0.933094607000000   0.390534118000000
   0.933117972000000   0.390503595000000
   0.933138256000000   0.390477097000000
   0.933158407000000   0.390450772000000
   0.933176634000000   0.390426959000000
   0.933194129000000   0.390404102000000
   0.933211308000000   0.390381658000000
   0.933226709000000   0.390361537000000
   0.933242109000000   0.390341416000000
   0.933257162000000   0.390321748000000
   0.933271033000000   0.390303626000000
   0.933284903000000   0.390285503000000
   0.933298773000000   0.390267381000000
   0.933311697000000   0.390250494000000
   0.933324602000000   0.390233631000000
   0.933337508000000   0.390216767000000
   0.933350218000000   0.390200160000000
   0.933362726000000   0.390183815000000
   0.933375234000000   0.390167471000000
   0.933387742000000   0.390151127000000
   0.933400401000000   0.390134584000000
   0.933413079000000   0.390118017000000
   0.933425756000000   0.390101450000000
   0.933438685000000   0.390084555000000
   0.933452099000000   0.390067026000000
   0.933465513000000   0.390049496000000
   0.933478927000000   0.390031965000000
   0.933493622000000   0.390012760000000
   0.933508338000000   0.389993528000000
   0.933523054000000   0.389974295000000
   0.933539496000000   0.389952807000000
   0.933556078000000   0.389931135000000
   0.933573167000000   0.389908799000000
   0.933592176000000   0.389883954000000
   0.933611186000000   0.389859108000000
   0.933632703000000   0.389830982000000
   0.933654697000000   0.389802234000000
   0.933679499000000   0.389769816000000
   0.933705153000000   0.389736281000000
   0.933734773000000   0.389697561000000
   0.933766754000000   0.389655754000000
   0.933802014000000   0.389609659000000
   0.933841735000000   0.389557729000000
   0.933887196000000   0.389498293000000
   0.933939736000000   0.389429598000000
   0.934000731000000   0.389349844000000
   0.934072377000000   0.389256156000000
   0.934158795000000   0.389143142000000
   0.934265405000000   0.389003707000000
   0.934398994000000   0.388828963000000
   0.934571584000000   0.388603168000000
   0.934802000000000   0.388301654000000
   0.935125890000000   0.387877699000000
   0.935653631000000   0.387186598000000
   0.936314181000000   0.386321028000000
   0.937326268000000   0.384993627000000
   0.938716204000000   0.383168322000000
   0.940395958000000   0.380958809000000
   0.942418871000000   0.378292670000000
   0.944543560000000   0.375486224000000
   0.946755093000000   0.372558356000000
   0.949042518000000   0.369522809000000
   0.951338026000000   0.366469172000000
   0.953642656000000   0.363395979000000
   0.955927377000000   0.360341995000000
   0.958192788000000   0.357306607000000
   0.960414929000000   0.354322215000000
   0.962561356000000   0.351432945000000
   0.964656294000000   0.348606764000000
   0.966559713000000   0.346033625000000
   0.968289740000000   0.343690486000000
   0.969833004000000   0.341596761000000
   0.970977385000000   0.340042042000000
   0.971754154000000   0.338985705000000
   0.972364057000000   0.338155698000000
   0.972772624000000   0.337599396000000
   0.973051774000000   0.337219172000000
   0.973257947000000   0.336938279000000
   0.973414765000000   0.336724586000000
   0.973537861000000   0.336556824000000
   0.973636664000000   0.336422153000000
   0.973717346000000   0.336312171000000
   0.973784883000000   0.336220101000000
   0.973842155000000   0.336142020000000
   0.973891619000000   0.336074581000000
   0.973934691000000   0.336015853000000
   0.973972745000000   0.335963964000000
   0.974007082000000   0.335917143000000
   0.974037014000000   0.335876327000000
   0.974064355000000   0.335839042000000
   0.974089829000000   0.335804304000000
   0.974112295000000   0.335773665000000
   0.974133870000000   0.335744242000000
   0.974153330000000   0.335717702000000
   0.974171573000000   0.335692823000000
   0.974189518000000   0.335668348000000
   0.974204998000000   0.335647235000000
   0.974220478000000   0.335626122000000
   0.974235675000000   0.335605395000000
   0.974248967000000   0.335587265000000
   0.974262259000000   0.335569135000000
   0.974275551000000   0.335551005000000
   0.974287779000000   0.335534327000000
   0.974299461000000   0.335518393000000
   0.974311142000000   0.335502458000000
   0.974322824000000   0.335486524000000
   0.974333769000000   0.335471594000000
   0.974344421000000   0.335457065000000
   0.974355072000000   0.335442535000000
   0.974365724000000   0.335428005000000
   0.974376201000000   0.335413713000000
   0.974386403000000   0.335399796000000
   0.974396605000000   0.335385879000000
   0.974406807000000   0.335371962000000
   0.974417009000000   0.335358045000000
   0.974427326000000   0.335343971000000
   0.974437660000000   0.335329873000000
   0.974447994000000   0.335315775000000
   0.974458328000000   0.335301677000000
   0.974468952000000   0.335287183000000
   0.974479999000000   0.335272111000000
   0.974491047000000   0.335257040000000
   0.974502094000000   0.335241969000000
   0.974513444000000   0.335226483000000
   0.974525784000000   0.335209648000000
   0.974538124000000   0.335192812000000
   0.974550463000000   0.335175976000000
   0.974563736000000   0.335157867000000
   0.974577946000000   0.335138479000000
   0.974592156000000   0.335119091000000
   0.974606989000000   0.335098853000000
   0.974623643000000   0.335076128000000
   0.974640298000000   0.335053403000000
   0.974658419000000   0.335028676000000
   0.974678089000000   0.335001836000000
   0.974698270000000   0.334974297000000
   0.974721520000000   0.334942571000000
   0.974745433000000   0.334909938000000
   0.974772824000000   0.334872560000000
   0.974802453000000   0.334832124000000
   0.974834748000000   0.334788049000000
   0.974872072000000   0.334737110000000
   0.974914048000000   0.334679819000000
   0.974961789000000   0.334614657000000
   0.975023425000000   0.334530524000000
   0.975088069000000   0.334442281000000
   0.975173755000000   0.334325303000000
   0.975283867000000   0.334174965000000
   0.975393980000000   0.334024609000000
   0.975547783000000   0.333814566000000
   0.975737513000000   0.333555414000000
   0.976009249000000   0.333184163000000
   0.976372673000000   0.332687483000000
   0.976899156000000   0.331967628000000
   0.977680558000000   0.330898509000000
   0.978706056000000   0.329494119000000
   0.980055602000000   0.327643712000000
   0.981659429000000   0.325441336000000
   0.983364719000000   0.323095680000000
   0.985205595000000   0.320558955000000
   0.987058890000000   0.318000323000000
   0.988923749000000   0.315420873000000
   0.990708159000000   0.312948140000000
   0.992446474000000   0.310534997000000
   0.993969742000000   0.308416907000000
   0.995319997000000   0.306536672000000
   0.996416895000000   0.305007360000000
   0.997199838000000   0.303914738000000
   0.997827497000000   0.303038201000000
   0.998231253000000   0.302474056000000
   0.998524412000000   0.302064299000000
   0.998743695000000   0.301757722000000
   0.998911762000000   0.301522705000000
   0.999044901000000   0.301336499000000
   0.999150474000000   0.301188832000000
   0.999237853000000   0.301066599000000
   0.999310909000000   0.300964395000000
   0.999373544000000   0.300876763000000
   0.999427459000000   0.300801328000000
   0.999472577000000   0.300738197000000
   0.999515563000000   0.300678047000000
   0.999549689000000   0.300630294000000
   0.999583219000000   0.300583372000000
   0.999612439000000   0.300542480000000
   0.999638026000000   0.300506672000000
   0.999663613000000   0.300470863000000
   0.999686612000000   0.300438675000000
   0.999705802000000   0.300411816000000
   0.999724993000000   0.300384956000000
   0.999744184000000   0.300358096000000
   0.999762310000000   0.300332727000000
   0.999776679000000   0.300312614000000
   0.999791049000000   0.300292501000000
   0.999805418000000   0.300272388000000
   0.999819788000000   0.300252275000000
   0.999834157000000   0.300232161000000
   0.999846483000000   0.300214908000000
   0.999857626000000   0.300199309000000
   0.999868769000000   0.300183711000000
   0.999879913000000   0.300168112000000
   0.999891056000000   0.300152513000000
   0.999902199000000   0.300136914000000
   0.999913343000000   0.300121315000000
   0.999923793000000   0.300106686000000
   0.999933319000000   0.300093350000000
   0.999942845000000   0.300080015000000
   0.999952371000000   0.300066679000000
   0.999961897000000   0.300053344000000
   0.999971422000000   0.300040008000000
   0.999980948000000   0.300026672000000
   0.999990474000000   0.300013336000000
   1.000000000000000   0.300000000000000
